Ice-Agg collection for the flat orientation. 
Characteristic values taken from the peak of a fit 
0.655 0.701 41.788 54.864 0.010 61.585 1.000 20.000 37.154 
0.655 0.701 54.864 69.803 0.010 100.000 1.000 20.000 48.252 
0.655 0.701 69.803 87.175 0.010 100.000 1.000 30.000 59.257 
0.655 0.701 87.175 113.305 0.010 100.000 1.000 30.000 73.862 
0.655 0.701 113.305 155.700 0.010 100.000 1.000 80.000 102.828 
0.655 0.701 155.700 217.201 0.010 100.000 2.000 70.000 137.627 
0.655 0.701 217.201 307.844 0.010 100.000 2.000 90.000 198.567 
0.655 0.701 307.844 415.527 0.010 100.000 4.000 100.000 282.096 
0.655 0.701 415.527 534.123 0.010 100.000 4.000 100.000 353.634 
0.655 0.701 534.123 670.014 0.010 100.000 6.000 200.000 468.048 
0.655 0.701 670.014 829.634 0.010 100.000 6.000 300.000 582.796 
0.655 0.701 829.634 1051.509 0.010 100.000 8.000 400.000 723.121 
0.655 0.701 1051.509 1423.753 0.010 100.000 20.000 400.000 920.763 
0.655 0.701 1423.753 1999.933 0.010 100.000 20.000 700.000 1241.783 
0.655 0.701 1999.933 2826.612 0.010 100.000 20.000 900.000 1845.320 
0.655 0.701 2826.612 3851.615 0.010 100.000 30.000 1000.000 2578.845 
0.655 0.701 3851.615 4999.985 0.010 100.000 60.000 1000.000 3353.736 
0.701 0.975 1.813 17.529 0.010 14.384 1.000 8.000 8.928 
0.701 0.975 17.529 29.477 0.010 14.384 1.000 9.000 19.795 
0.701 0.975 29.477 42.071 0.010 37.927 1.000 10.000 30.190 
0.701 0.975 42.071 54.691 0.010 37.927 1.000 20.000 41.113 
0.701 0.975 54.691 68.859 0.010 100.000 1.000 20.000 51.741 
0.701 0.975 68.859 86.435 0.010 100.000 1.000 30.000 64.169 
0.701 0.975 86.435 110.730 0.010 100.000 1.000 20.000 80.383 
0.701 0.975 110.730 153.595 0.010 100.000 2.000 50.000 105.628 
0.701 0.975 153.595 215.188 0.010 100.000 2.000 80.000 146.824 
0.701 0.975 215.188 303.315 0.010 100.000 2.000 100.000 208.951 
0.701 0.975 303.315 410.812 0.010 100.000 4.000 100.000 299.369 
0.701 0.975 410.812 528.159 0.010 100.000 4.000 200.000 382.521 
0.701 0.975 528.159 657.419 0.010 100.000 5.000 200.000 482.571 
0.701 0.975 657.419 817.322 0.010 100.000 7.000 400.000 612.796 
0.701 0.975 817.322 1043.064 0.010 100.000 9.000 400.000 758.030 
0.701 0.975 1043.064 1418.899 0.010 100.000 10.000 600.000 960.335 
0.701 0.975 1418.899 1984.068 0.010 100.000 20.000 600.000 1408.162 
0.701 0.975 1984.068 2823.781 0.010 100.000 20.000 800.000 1932.091 
0.701 0.975 2823.781 3877.262 0.010 100.000 30.000 1000.000 2697.467 
0.701 0.975 3877.262 4999.971 0.010 100.000 40.000 1000.000 3684.058 
